,time,text,images,video
424,2019-10-20 16:57:00,"Fsensitivity
June 5, 2018 at 8:32 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/34501192_645647302478422_2712461315611295744_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=wIcE6Pt2XZQAX_spD7u&_nc_ht=scontent-lga3-1.xx&tp=14&oh=49304159fff977da765c1aae5bfa0d4d&oe=60AF62E1'],None
425,2019-10-20 16:53:00,"Happy Living
October 19, 2019 at 7:30 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/74586038_2518081091736768_3274371032248483840_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=sCFFXJDW_YsAX-Kb5BN&tn=vO9hBVXC-P7Ds6sr&_nc_ht=scontent-lga3-1.xx&tp=14&oh=dee30b7dc17cd0e5d414cf7038120c6e&oe=60B03844'],None
426,2019-10-19 20:55:00,"Happy Living
September 4, 2019 at 3:15 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69460561_2470348736510004_3592856025616613376_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=oBYKntDPL88AX9SWzXe&tn=8KLG3Gxelt0wyAhu&_nc_ht=scontent-lga3-1.xx&tp=14&oh=de079f49f4c1f9f1d1e99855aa6f12fc&oe=60AE76D4'],None
427,2019-10-19 20:50:00,"Was cleaning out my Navigator today and found a secret hiding spot. Inside, I found the remote control to the car stereo. Score!!!",None,None
428,2019-10-19 19:15:00,None,None,None
429,2019-10-18 21:45:00,"Drunk in a truck. Don't give a fuck. Not going anywhere, but loving life one day at a time. That's what's up. Not sure where I'm going. Only where I've been, what I've done. All the ways I've fucked up....",None,None
430,2019-10-18 20:40:00,Think it's about done. Can't wait to work on some flesh....,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/75223663_2954482317898680_3272243412824227840_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=s4GGmN2w7RQAX_nH-46&_nc_ht=scontent-lga3-1.xx&tp=14&oh=ec9f1489504a067948b099623d0e1c2a&oe=60B1933D&manual_redirect=1'],None
431,2019-10-18 19:47:00,Friday night. Sitting in my truck listening to all my favorite music.,None,None
432,2019-10-18 19:44:00,"Ryan M. Montgomery
October 15, 2019 at 4:15 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/72433137_1325853134244223_2422736535653711872_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=da1649&efg=eyJpIjoidCJ9&_nc_ohc=G4pb5b3KwVYAX_W2evS&_nc_ht=scontent-lga3-1.xx&tp=14&oh=7fdc84d7be40c2724d14a8c8ce10fbb6&oe=60AFDDE5', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/72433137_1325853134244223_2422736535653711872_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=da1649&efg=eyJpIjoidCJ9&_nc_ohc=G4pb5b3KwVYAX_W2evS&_nc_ht=scontent-lga3-1.xx&tp=14&oh=7fdc84d7be40c2724d14a8c8ce10fbb6&oe=60AFDDE5', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/72433137_1325853134244223_2422736535653711872_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=da1649&efg=eyJpIjoidCJ9&_nc_ohc=G4pb5b3KwVYAX_W2evS&_nc_ht=scontent-lga3-1.xx&tp=14&oh=7fdc84d7be40c2724d14a8c8ce10fbb6&oe=60AFDDE5']",None
433,2019-10-18 19:40:00,"The Witches Cat
Poster based in Australia
· October 15, 2019 at 5:29 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/72293092_1777277622411038_2198601983684771840_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=qnjm2833rSwAX9iFyks&_nc_ht=scontent-lga3-1.xx&tp=14&oh=f6b78db84a927fc00e65ab2c3dfa0627&oe=60AF679F'],None
434,2019-10-18 14:59:00,None,None,None
435,2019-10-18 14:59:00,media.giphy.com,None,None
436,2019-10-16 20:56:00,"I hope my dogs are okay. Take the material things, but don't take a man's dogs. Wish she would let me see them...",None,None
437,2019-10-16 00:23:00,"Greg Jessome
September 24, 2019 at 1:32 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71710925_10157546947925295_6461602851712925696_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=Cpf0m3eTaAoAX8PG6pB&_nc_ht=scontent-lga3-1.xx&tp=14&oh=3c2e1aff3b1e930ab094785884854e07&oe=60AF812A&manual_redirect=1'],None
438,2019-10-15 10:46:00,"Bout over all these chicks posting daily pics, fishing for compliments and attention. Quit wasting time on fake ass people on Facebook and get out there and find a real man. All you'll find on here are stalkers... That's right. Real life don't have filters...",None,None
439,2019-10-15 00:20:00,Almost finished...,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/73001691_2945599915453587_205171601342201856_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=fymN2Ar6GSUAX_J_CTu&_nc_ht=scontent-lga3-1.xx&tp=14&oh=f3f4d515cc4a8e855ba21e2d4118780a&oe=60B1A4FE&manual_redirect=1'],None
440,2019-10-14 23:10:00,None,None,None
441,2019-10-13 22:53:00,"Ever follow someone on FB like, that's funny/cool. Then weeks later they share something so idiotic that you instantly just unfollow?",None,None
442,2019-10-13 21:59:00,None,None,None
443,2019-10-13 19:18:00,"I'm a lil rusty, but it's getting there .",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/72270202_2942991595714419_7694224930560278528_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=GrYaOMz7U_kAX_sY3Ld&_nc_ht=scontent-lga3-1.xx&tp=14&oh=3a228e62923c85a1ef8a46688f257920&oe=60B0A62C&manual_redirect=1'],None
444,2019-10-13 14:05:00,None,None,None
445,2019-10-10 12:28:00,"Well, here goes nothin'.... Local bars and liquor stores are about to lose a hell of a lot of business... :)",None,None
446,2019-10-10 08:13:00,"Jerome Seer Jenkins is with Ronald Breeden and 9 others.
August 26, 2019 at 6:08 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69559686_1515366598605379_3517693140158906368_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=C-D21hhz-wIAX_PnlM3&_nc_ht=scontent-lga3-1.xx&tp=14&oh=e9183c868f5367065d30fc41f7fa21a4&oe=60B10FEA&manual_redirect=1'],None
447,2019-10-10 01:22:00,"Waco Black
September 8, 2019 at 10:39 AM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69868520_2261559480633355_6327614470671564800_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=P0dc_9LjsRMAX9kXN7k&_nc_ht=scontent-lga3-1.xx&tp=14&oh=29f2b3208796d01e258ca7e0ecac54ce&oe=60AE7670&manual_redirect=1'],None
448,2019-10-09 00:40:00,"I don't wanna be,
I don't wanna be me.
I don't wanna be,
Me any more......",None,None
449,2019-10-09 00:33:00,Checking into alcohol rehab for inpatient treatment tomorrow at 10:45.,None,None
450,2019-10-08 21:51:00,My bad ass lil brother,None,https://video-lga3-1.xx.fbcdn.net/v/t42.9040-2/10000000_2359781700815263_4004696960706543616_n.mp4?_nc_cat=103&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=Kj0BC07VLU8AX_CA1-d&_nc_ht=video-lga3-1.xx&oh=77f7ddcbc95ddefd11b9c09e2ca94508&oe=608ADDF5
451,2019-10-06 12:53:00,None,None,None
452,2019-10-04 20:41:00,"Mr.C is with Sandy Van Deventer and 40 others.
August 26, 2015 at 2:11 AM ·

LOL...","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/11935086_10152989845532687_4114212775448048506_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=aAfM2WX6FkIAX_2U1Ih&_nc_ht=scontent-lga3-1.xx&tp=14&oh=ba14edbb2acf815757b6876d791b3c77&oe=60B1B6F5', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/11935086_10152989845532687_4114212775448048506_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=aAfM2WX6FkIAX_2U1Ih&_nc_ht=scontent-lga3-1.xx&tp=14&oh=ba14edbb2acf815757b6876d791b3c77&oe=60B1B6F5', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/11935086_10152989845532687_4114212775448048506_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=aAfM2WX6FkIAX_2U1Ih&_nc_ht=scontent-lga3-1.xx&tp=14&oh=ba14edbb2acf815757b6876d791b3c77&oe=60B1B6F5']",None
453,2019-10-03 19:40:00,"You don't know the struggle
September 1, 2019 at 12:38 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69375996_2100323833597812_4412998731075420160_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=ofttWEO-RSkAX967iPG&_nc_ht=scontent-lga3-1.xx&tp=14&oh=99aa2d62ee91d4258c26c5b601f8635d&oe=60B238CB'],None
454,2019-10-03 19:39:00,"Mike Cauthen
August 5, 2019 at 6:57 PM ·

Pettttyyy 😂😂😟",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/67523899_10215232136018284_6931879011593224192_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=CVJvkQ02bJkAX9dbJQv&_nc_ht=scontent-lga3-1.xx&tp=14&oh=16877b43d86aac8f85da5bfc2d06b383&oe=60AEB9E3&manual_redirect=1'],None
455,2019-10-03 18:31:00,None,None,None
456,2019-10-03 17:43:00,"Why do so many of these chicks look so different in their profile pics? I grew up with you, saw you last week,.... Keep it real",None,None
457,2019-10-03 17:10:00,"Darnel Royal is with Tushumi Turner.
March 14, 2017 at 6:03 AM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/17309240_10210368660991063_624787320412287509_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=OwgKD03fe1kAX9yjpuX&_nc_ht=scontent-lga3-1.xx&tp=14&oh=349d11fe82bc32be8dae905e47cb7544&oe=60AFF7BC&manual_redirect=1'],None
458,2019-10-03 13:51:00,None,None,None
459,2019-10-03 13:46:00,"Mark Wesley Pritchard is with Samantha Jo Clark and 2 others.
September 2, 2013 at 1:15 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/1186864_535272789874118_777679492_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=daf655&efg=eyJpIjoidCJ9&_nc_ohc=dWk0uKMhIM0AX_qM6JE&_nc_ht=scontent-lga3-1.xx&tp=14&oh=6f1bee06a289643c1fe581d390e249ff&oe=60AF26EF&manual_redirect=1', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/1186864_535272789874118_777679492_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=daf655&efg=eyJpIjoidCJ9&_nc_ohc=dWk0uKMhIM0AX_qM6JE&_nc_ht=scontent-lga3-1.xx&tp=14&oh=6f1bee06a289643c1fe581d390e249ff&oe=60AF26EF&manual_redirect=1']",None
460,2019-10-03 13:42:00,"Texas Dreaming
September 26, 2019 at 1:33 PM ·

Gotta love Texas humor.",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71351568_2483429605204974_4317983059371622400_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=oZ4ftowKzsQAX9J1eB1&_nc_ht=scontent-lga3-1.xx&tp=14&oh=94031f8d51b363bba9fbaba377746ff1&oe=60AF73C0'],None
461,2019-10-03 00:01:00,"Hecate Moon
July 13, 2019 at 12:39 AM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/66941205_367008844013045_3975236315439431680_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=fWzNUv8DqEkAX8HDPcd&_nc_ht=scontent-lga3-1.xx&tp=14&oh=10ddccdec5d45f70ff2b7a89802f726d&oe=60AE7FC6'],None
462,2019-10-02 23:59:00,"To the person that stole my wallet and that's currently trying to shop online,... The card has been blocked, you have my ID, birth certificate and SS card. You also have the bad karma that comes along with doing bad things to good people. I hope you needed the money worse than I did, but I wish that's all you would have taken...",None,None
463,2019-10-02 12:01:00,"KJV 1611
July 9, 2019 at 2:54 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/66839390_1724921017652105_2235206770177867776_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=ZMm0fINrEFoAX8bckoY&tn=Y06gVv9r4btoaVFx&_nc_ht=scontent-lga3-1.xx&tp=14&oh=3958576ec29d0de4277f11b80d8a5cdc&oe=60B14C43'],None
464,2019-10-01 16:38:00,I miss you Mom. We need you more now than ever...,None,None
465,2019-10-01 01:34:00,My pops is first priority..I take care of family first. Y'all else can wait....,None,None
466,2019-10-01 00:24:00,"Toughest MF I know. Heart attacks, car crashes, strokes.... Still came home when he was ready. Be your own leader....",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69356918_2914991221847790_8059353431971725312_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=A-_V8wNFfZkAX-l7Lff&_nc_ht=scontent-lga3-1.xx&tp=14&oh=d1f87acbd8da3fb80cb373887bedfbeb&oe=60AFF603&manual_redirect=1'],None
467,2019-09-30 22:55:00,To hell with all you childish ass girls. Run home to Momma. Find your comfort blanket..... Don't come around later tho. Your spot has been filled....,None,None
468,2019-09-29 23:41:00,She looks a lil better now. The work never ends tho...,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71030581_2912892105391035_3291223221197602816_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=B6t8aI5hB1UAX_Qz5gh&_nc_ht=scontent-lga3-1.xx&tp=14&oh=0bbe808240c2f152653d7e3af4ef4648&oe=60B0D49B&manual_redirect=1'],None
469,2019-09-29 20:46:00,"Brittany Jack‎Skulls Delight
September 29, 2019 at 6:08 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71211008_1411242889041482_8327019401630973952_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=ca434c&efg=eyJpIjoidCJ9&_nc_ohc=VT6YildsBywAX-Sb3fS&tn=oJg9LWb5YODiSZ3-&_nc_ht=scontent-lga3-1.xx&tp=14&oh=0615e2dc96b4eab3d78f481e3860b4ad&oe=60AF3D32&manual_redirect=1'],None
470,2019-09-29 11:45:00,Had to get back to my art. Was feeling a little lost...,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71689284_2911810155499230_8080630794445389824_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=uTQmF8OjJa0AX8nTOYP&_nc_oc=AQkITJzk7lFrGsUjFAeDvqzjLEph3LVjU_F4lfaBsEaz4KI-TuJEhJa46S4_TQQ7R_4&_nc_ht=scontent-lga3-1.xx&tp=14&oh=3a6fbb77a30c9f52e1217c7c8164fcf5&oe=60B047C2&manual_redirect=1'],None
471,2019-09-29 03:46:00,None,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71390571_2911047998908779_526500880967532544_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=jsB-zEwdQNYAX-2kFz2&tn=PvEWhOoWP5NniYiC&_nc_ht=scontent-lga3-1.xx&tp=14&oh=641b00ecfe932036394b4624592e1170&oe=60AEDCF8&manual_redirect=1'],None
472,2019-09-29 01:23:00,"SuEtta Kaye Yoder
September 28, 2019 at 1:12 PM ·

Such a good reminder for myself!",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71514832_667009947121047_2635817065868427264_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=lxhmM-HMdG4AX-PX4GQ&_nc_ht=scontent-lga3-1.xx&tp=14&oh=7985a8125fb98f9defb06a44c50062b5&oe=60B06EE9&manual_redirect=1'],None
473,2019-09-28 19:26:00,Lil before and after pics of the wheels on the Navigator...,None,None
474,2019-09-28 17:44:00,None,None,None
475,2019-09-28 14:34:00,"Meg Mcdill‎Skulls Delight
September 28, 2019 at 8:54 AM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71525579_10206204416906921_1693338247117144064_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=ca434c&efg=eyJpIjoidCJ9&_nc_ohc=rZxHjCN-yiwAX-2puzp&_nc_ht=scontent-lga3-1.xx&tp=14&oh=f247de2eeaa2ec0391c5630db98df5c3&oe=60B03072&manual_redirect=1'],None
476,2019-09-28 13:59:00,"Rich Walters
September 23, 2019 at 11:19 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/70891700_2431820833571349_8544566152372682752_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=0glH7TLxq6MAX8jm5xw&_nc_ht=scontent-lga3-1.xx&tp=14&oh=9423ab82d409d86da901ff3f61708b51&oe=60B09F32'],None
477,2019-09-28 05:11:00,"I want a bad bitch that accepts when she's wrong, but one that reminds me when I'm outta line. Too much?",None,None
478,2019-09-28 04:12:00,Anyone else ready for a solid ass down ass chick to be your other half? Apparently these chicks be hard to find these days....,None,None
479,2019-09-27 14:24:00,None,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71210752_2907846745895571_3960250676327481344_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=rqCOmdAwLXsAX9gs1O6&_nc_ht=scontent-lga3-1.xx&tp=14&oh=394c1899b311e68d4c60046ab831be4f&oe=60AFDB96&manual_redirect=1'],None
480,2019-09-27 00:43:00,So true...,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/70893100_2906618212685091_7191168691218677760_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=KlsZuxdknGAAX_9dgvm&_nc_ht=scontent-lga3-1.xx&tp=14&oh=595fa8013099d30a4d54ce5b8fcce3f9&oe=60AE5CCD&manual_redirect=1'],None
481,2019-09-26 23:49:00,Too funny,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71094303_2906545606025685_4732353339356872704_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=lTNvB2IdDmAAX-TanEl&_nc_ht=scontent-lga3-1.xx&tp=14&oh=fea57a304aeadb733d1680fe232978db&oe=60B11A56&manual_redirect=1'],None
482,2019-09-25 22:00:00,None,None,None
483,2019-09-25 10:00:00,None,None,None
484,2019-09-25 09:42:00,None,None,None
485,2019-09-24 22:54:00,None,None,None
486,2019-09-24 18:26:00,Wedding is off. We're not even talking anymore... :(,None,None
487,2019-09-17 03:00:00,"Tatiana Correa
September 5, 2019 at 11:36 AM ·

A vida SEM Amigos seria chata demais 😁 😂😂

Life WITHOUT Friends would be boring af 😁",None,https://video-lga3-1.xx.fbcdn.net/v/t42.9040-2/70575372_2160961700674486_3691873189501075456_n.mp4?_nc_cat=107&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=9eNq6rnjNDAAX8Jw3q_&_nc_ht=video-lga3-1.xx&oh=fdacbe5dda0465374d5271d01c06da2d&oe=608AE7D4
488,2019-09-17 02:55:00,None,None,None
489,2019-09-16 03:04:00,This is my Dad. Please keep him in your prayers,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/71204257_2885109944835918_4627612289736900608_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=lUruQI-PkdMAX_urKiR&tn=XLRZfor16mRHFUQT&_nc_ht=scontent-lga3-1.xx&tp=14&oh=08918b5ab127262f6138ea9129ec0597&oe=60AF74BE&manual_redirect=1'],None
490,2019-09-10 06:51:00,"Nick Smerkz
September 8, 2019 at 5:38 PM ·

If you didn't know who Ozzy Osbourne was before he did a song with Post Malone. Blame your parents for raising a little bitch.",None,None
491,2019-09-09 13:01:00,None,None,None
492,2019-09-09 12:55:00,"Aimee Elizabeth Bolton
September 8, 2019 at 10:25 PM ·

👌",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/70332564_2823219464373194_7483032257515487232_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=uBJm9codpcoAX_nGmcp&_nc_ht=scontent-lga3-1.xx&tp=14&oh=589bcf0daf3b316173d2ca441184a296&oe=60AF53A9&manual_redirect=1'],None
493,2019-09-07 12:53:00,None,None,None
494,2019-09-07 12:48:00,None,None,None
495,2019-09-07 12:31:00,"Marscea McKeller
September 5, 2019 at 4:42 PM ·

Everyday 😂🤣",None,https://video-lga3-1.xx.fbcdn.net/v/t42.9040-2/70776563_3012683038805194_3660172757443805184_n.mp4?_nc_cat=102&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=szuh0FAKljkAX_mvkrC&_nc_ht=video-lga3-1.xx&oh=cb05d9167770101c0c7afac772c33bd2&oe=608AE33C
496,2019-09-07 10:47:00,None,None,None
497,2019-09-07 10:46:00,"Shits & Giggles
September 2, 2019 at 10:22 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69690573_1417827928357314_3844657554315542528_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=V6L1fVoetv8AX8rDb1Y&tn=WC08pG6K7ez0GKo1&_nc_ht=scontent-lga3-1.xx&tp=14&oh=45f3ebe73ae4b7feb3dc365234da852c&oe=60B02E0C'],None
498,2019-09-06 15:12:00,None,None,None
499,2019-09-05 15:57:00,"SayLess
September 3, 2019 at 11:30 AM ·

#SayLess",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69578329_515193535689838_5675262466586574848_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=cCFiArio49gAX-tDNwK&_nc_ht=scontent-lga3-1.xx&tp=14&oh=35b78f57bd0095677fe763c6d8194c34&oe=60AF7FC1'],None
500,2019-09-03 20:47:00,"Tracy Traci Tracey
March 24, 2019 at 5:50 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/54524013_10156916882467534_8137171861348810752_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=tCJbxn33cxUAX_oVYKe&_nc_ht=scontent-lga3-1.xx&tp=14&oh=730119cbcff8b9ed48b1e807ee8087d5&oe=60B1CC69&manual_redirect=1'],None
501,2019-09-03 19:51:00,None,None,None
502,2019-09-03 14:42:00,None,None,None
503,2019-09-03 14:13:00,The Native Americans told time by the sun and shadows. I tell time based off of how far my blood blister under my thumbnail has moved. We make it work the best we know how.,None,None
504,2019-09-03 12:09:00,"Enspire Mode
September 2, 2019 at 1:26 PM ·

😒😔",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69789678_2380614748658290_4277747122842894336_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=gWCjt20GlHcAX8iLAOK&_nc_ht=scontent-lga3-1.xx&tp=14&oh=f18316220732e1e81e4ceec8e1943083&oe=60B19D36'],None
505,2019-09-02 11:07:00,I'm just happier than you are. Accept it and move on...,None,None
506,2019-09-02 09:53:00,We had Mom's annual memorial celebration on Saturday. It was so amazing to see so many crazy people getting along so well together. Mom would have loved it... Thank you to everyone,None,None
507,2019-09-02 08:59:00,"Happy Labor-Free Day to everyone. May you be lazy, no work, and not pushing out any babies.",None,None
508,2019-08-31 20:55:00,"Alice Welcher Aileen Vandergriff Huffman Peggy Gist. Thank you for an amazing night. Gabby agreed, you ladies are perfect .",None,None
509,2019-08-26 14:48:00,None,None,None
510,2019-08-26 13:44:00,"ManShed
August 25, 2019 at 6:10 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69517911_2616972698365434_5184201297808588800_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=P_8apEBwTR4AX9xJo_l&_nc_ht=scontent-lga3-1.xx&tp=14&oh=a98dbe3ed7fb6551d950f2146853a84b&oe=60B23D7B'],None
511,2019-08-26 13:19:00,"You're not drunk til you wake up with a partially shaved face, because you just said ""that's too much work""",None,None
512,2019-08-25 00:00:00,Happy Birthday Tim Burton,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/69412704_2843908322289414_9048987967976112128_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=isoA5PuoZ5kAX_NonlM&_nc_ht=scontent-lga3-1.xx&tp=14&oh=3ce2cb1d66288fe401e62a6abcd5a3ec&oe=60AEE994&manual_redirect=1'],None
